TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Age_Binned,Amount_Binned
644.08,833.0,1.0,1.0,2.0,24.0,3.0,55.0,1.0,1980.62,55.0,1,2
226.66,2455.0,1.0,43.0,1.0,41.0,0.0,168.0,1.0,10216.25,82.0,0,0
305.0,1906.0,1.0,31.0,0.0,22.0,3.0,222.0,1.0,944.83,27.0,1,0
233.1,105.0,1.0,26.0,1.0,42.0,0.0,37.0,1.0,7469.2,315.0,0,0
211.36,849.0,1.0,22.0,2.0,68.0,0.0,76.0,1.0,13389.16,202.0,2,3
224.19,1767.0,1.0,15.0,0.0,52.0,0.0,93.0,1.0,8475.47,71.0,0,0
214.83,551.0,1.0,40.0,0.0,23.0,3.0,63.0,1.0,991.69,321.0,1,0
163.46,1673.0,1.0,3.0,1.0,63.0,2.0,111.0,1.0,6953.8,308.0,2,3
194.99,2273.0,1.0,17.0,1.0,34.0,1.0,91.0,1.0,1370.03,87.0,1,3
23.4,254.0,1.0,12.0,0.0,46.0,0.0,175.0,1.0,14851.28,51.0,0,1
227.5,502.0,1.0,34.0,2.0,34.0,0.0,277.0,1.0,11505.35,311.0,1,0
259.9,1142.0,1.0,28.0,2.0,26.0,3.0,100.0,1.0,914.28,66.0,1,0
59.51,642.0,1.0,9.0,2.0,36.0,0.0,55.0,1.0,9955.88,354.0,1,1
50.63,949.0,1.0,8.0,2.0,64.0,2.0,143.0,1.0,4732.81,358.0,2,1
211.36,1002.0,1.0,17.0,1.0,20.0,3.0,91.0,1.0,530.86,215.0,1,3
112.94,2215.0,1.0,35.0,2.0,73.0,2.0,31.0,1.0,3807.84,56.0,2,3
11.81,387.0,1.0,31.0,0.0,21.0,3.0,131.0,1.0,320.25,90.0,1,1
329.14,2135.0,1.0,34.0,1.0,55.0,0.0,14.0,1.0,12033.92,157.0,0,2
154.24,2071.0,1.0,23.0,0.0,61.0,2.0,82.0,1.0,6109.55,130.0,2,3
233.44,136.0,1.0,6.0,2.0,20.0,3.0,297.0,1.0,1691.88,91.0,1,0
141.8,2146.0,1.0,6.0,0.0,18.0,3.0,116.0,1.0,1697.67,131.0,3,3
209.03,1880.0,1.0,11.0,1.0,55.0,1.0,126.0,1.0,8359.5,360.0,0,3
211.36,300.0,1.0,3.0,0.0,26.0,3.0,144.0,1.0,1629.12,100.0,1,3
261.14,883.0,1.0,35.0,3.0,42.0,1.0,162.0,1.0,6100.08,150.0,0,0
101.81,1195.0,1.0,13.0,0.0,45.0,0.0,105.0,1.0,13872.03,299.0,0,3
98.71,1739.0,1.0,13.0,0.0,32.0,0.0,117.0,1.0,10095.23,79.0,1,3
87.38,449.0,1.0,1.0,1.0,21.0,3.0,252.0,1.0,1504.99,202.0,1,3
83.39,1720.0,1.0,29.0,1.0,32.0,0.0,158.0,1.0,13182.11,356.0,1,3
267.55,1079.0,1.0,5.0,2.0,46.0,1.0,40.0,1.0,4330.04,339.0,0,0
211.36,1613.0,1.0,12.0,0.0,29.0,0.0,39.0,1.0,905.25,278.0,1,3
154.32,2480.0,1.0,40.0,0.0,38.0,1.0,112.5,1.0,6972.5,319.0,1,3
164.51,1023.0,1.0,21.0,1.0,78.0,2.0,110.0,1.0,3553.69,47.0,2,3
211.36,1215.0,1.0,37.0,0.0,69.0,2.0,90.0,1.0,6164.65,290.0,2,3
103.76,600.0,1.0,18.0,2.0,28.0,1.0,188.0,1.0,9626.14,307.0,1,3
583.92,1395.0,1.0,18.0,2.0,55.0,1.0,139.0,1.0,6364.14,9.0,0,2
204.06,4.0,1.0,42.0,2.0,77.0,2.0,159.0,1.0,4351.83,59.0,2,3
53.51,2016.0,1.0,27.0,2.0,56.0,2.0,165.0,1.0,5773.5,294.0,0,1
211.36,1611.0,1.0,20.0,1.0,30.0,1.0,262.0,1.0,9257.04,13.0,1,3
52.95,1439.0,1.0,5.0,2.0,68.0,4.0,14.0,1.0,6335.58,89.0,2,1
120.17,1445.0,1.0,32.0,0.0,49.0,0.0,105.0,1.0,5403.79,326.0,0,3
220.8,1659.0,1.0,16.0,2.0,31.0,1.0,28.0,1.0,8135.31,217.0,1,0
119.01,507.0,1.0,30.0,0.0,45.0,0.0,87.0,1.0,9798.26,174.0,0,3
183.32,847.0,1.0,33.0,0.0,21.0,3.0,74.0,1.0,137.42,188.0,1,3
211.36,1546.0,1.0,17.0,2.0,60.0,1.0,227.0,1.0,7015.46,347.0,0,3
11.46,281.0,1.0,37.0,2.0,41.0,1.0,128.0,1.0,2356.71,173.0,0,1
61.37,231.0,1.0,8.0,1.0,75.0,2.0,164.0,1.0,4294.44,271.0,2,1
103.08,399.0,1.0,25.0,1.0,49.0,1.0,150.0,1.0,9251.38,19.0,0,3
1.21,1533.0,1.0,1.0,1.0,55.0,2.0,196.0,1.0,7542.74,310.0,0,1
425.18,1847.0,1.0,7.0,2.0,26.0,1.0,172.0,1.0,9880.71,136.0,1,2
60.96,1986.0,1.0,7.0,0.0,52.0,2.0,238.0,1.0,6189.24,215.0,0,1
64.21,56.0,1.0,29.0,0.0,51.0,0.0,37.0,1.0,12540.18,181.0,0,1
523.02,911.0,1.0,17.0,2.0,53.0,2.0,83.0,1.0,4586.11,15.0,0,2
50.26,2105.0,1.0,19.0,1.0,65.0,2.0,164.0,1.0,1519.38,263.0,2,1
110.08,2181.0,1.0,11.0,1.0,19.0,3.0,95.0,1.0,1447.26,116.0,1,3
54.47,2130.0,1.0,30.0,1.0,23.0,3.0,34.0,1.0,1131.42,291.0,1,1
79.76,625.0,1.0,18.0,2.0,68.0,0.0,115.0,1.0,10278.75,111.0,2,1
16.79,2078.0,1.0,11.0,2.0,30.0,0.0,146.0,1.0,535.15,277.0,1,1
211.36,1995.0,1.0,36.0,2.0,18.0,3.0,62.0,1.0,859.86,17.0,3,3
68.62,1193.0,1.0,29.0,1.0,29.0,0.0,157.0,1.0,13891.47,275.0,1,1
211.36,509.0,1.0,27.0,1.0,20.0,3.0,280.0,1.0,1545.77,64.0,1,3
643.38,2080.0,1.0,11.0,2.0,18.0,3.0,105.0,1.0,1046.74,337.0,3,2
328.34,1898.0,1.0,36.0,2.0,42.0,1.0,31.0,1.0,2840.45,157.0,0,2
72.68,1324.0,1.0,39.0,2.0,69.0,2.0,44.0,1.0,6216.77,237.0,2,1
354.76,892.0,1.0,11.0,1.0,51.0,0.0,279.0,1.0,10141.92,76.0,0,2
211.36,358.0,1.0,20.0,0.0,22.0,3.0,252.0,1.0,1404.06,50.0,1,3
29.22,410.0,1.0,11.0,0.0,27.0,1.0,69.0,1.0,7795.79,245.0,1,1
653.97,1853.0,1.0,24.0,3.0,37.0,1.0,100.0,1.0,3886.65,333.0,1,2
366.43,185.0,1.0,32.0,2.0,21.0,3.0,92.0,1.0,1560.45,195.0,1,2
120.86,2153.0,1.0,7.0,2.0,33.0,0.0,162.0,1.0,13566.58,324.0,1,3
233.74,277.0,1.0,4.0,2.0,72.0,2.0,142.0,1.0,4749.54,4.0,2,0
471.84,1826.0,1.0,33.0,0.0,18.0,3.0,138.0,1.0,1044.33,142.0,3,2
213.4,1488.0,1.0,13.0,1.0,73.0,2.0,100.0,1.0,2012.24,184.0,2,0
254.21,922.0,1.0,31.0,0.0,48.0,1.0,46.0,1.0,2487.2,266.0,0,0
577.73,2109.0,1.0,38.0,0.0,37.0,0.0,63.0,1.0,14977.99,14.0,1,2
170.26,1792.0,1.0,6.0,0.0,27.0,3.0,265.0,1.0,1969.48,69.0,1,3
337.73,945.0,1.0,35.0,2.0,78.0,2.0,107.0,1.0,7001.2,65.0,2,2
330.61,1229.0,1.0,26.0,1.0,64.0,2.0,113.0,1.0,2525.25,251.0,2,2
132.33,2110.0,1.0,31.0,0.0,35.0,1.0,47.0,1.0,7457.94,137.0,1,3
672.74,1459.0,1.0,7.0,1.0,46.0,1.0,118.0,1.0,4737.84,318.0,0,2
74.04,373.0,1.0,22.0,2.0,18.0,3.0,66.0,1.0,1690.23,305.0,3,1
197.18,841.0,1.0,40.0,2.0,28.0,1.0,135.0,1.0,3114.92,219.0,1,3
21.15,2163.0,1.0,8.0,1.0,70.0,2.0,180.0,1.0,3466.74,203.0,2,1
218.37,1014.0,1.0,15.0,0.0,62.0,0.0,112.5,1.0,9942.24,270.0,2,0
590.01,230.0,1.0,38.0,2.0,29.0,0.0,140.0,1.0,9791.74,83.0,1,2
697.82,2221.0,1.0,27.0,2.0,44.0,1.0,153.0,1.0,6824.0,48.0,0,2
302.76,2150.0,1.0,34.0,0.0,38.0,1.0,88.0,1.0,8583.39,284.0,1,0
148.0,147.0,1.0,40.0,1.0,20.0,3.0,35.0,1.0,1488.65,16.0,1,3
22.26,198.0,1.0,35.0,1.0,19.0,3.0,56.0,1.0,5583.88,150.0,1,1
0.86,290.0,1.0,7.0,0.0,25.0,3.0,139.0,1.0,1357.22,358.0,1,1
211.36,151.0,1.0,1.0,1.0,65.0,0.0,203.0,1.0,10553.23,282.0,2,3
38.81,777.0,1.0,41.0,2.0,25.0,3.0,145.0,1.0,1619.6,348.0,1,1
76.51,618.0,1.0,23.0,2.0,49.0,1.0,120.0,1.0,9475.4,88.0,0,1
32.46,491.0,1.0,5.0,2.0,31.0,0.0,10.0,1.0,8656.18,190.0,1,1
211.36,131.0,1.0,38.0,1.0,62.0,0.0,158.0,1.0,207.74,263.0,2,3
20.64,728.0,1.0,5.0,1.0,22.0,3.0,59.0,1.0,949.38,174.0,1,1
662.11,210.0,1.0,1.0,1.0,23.0,3.0,219.0,1.0,1996.38,71.0,1,2
288.77,2122.0,1.0,20.0,3.0,55.0,1.0,110.0,1.0,8836.51,201.0,0,0
35.05,1815.0,1.0,4.0,1.0,30.0,0.0,105.0,1.0,14330.47,54.0,1,1
214.73,2114.0,1.0,20.0,0.0,46.0,0.0,26.0,1.0,5368.42,76.0,0,0
25.38,1981.0,1.0,21.0,1.0,57.0,1.0,66.0,1.0,8616.05,317.0,0,1
617.66,183.0,1.0,22.0,0.0,41.0,1.0,40.0,1.0,5906.58,234.0,0,2
446.39,2358.0,1.0,15.0,0.0,63.0,2.0,77.0,1.0,7863.6,79.0,2,2
377.92,364.0,1.0,33.0,1.0,33.0,1.0,204.0,1.0,2254.71,30.0,1,2
11.04,292.0,1.0,31.0,2.0,30.0,1.0,43.0,1.0,6983.04,256.0,1,1
275.46,1341.0,1.0,13.0,0.0,36.0,0.0,67.0,1.0,9697.75,349.0,1,0
179.76,1267.0,1.0,30.0,2.0,78.0,2.0,81.0,1.0,5909.52,180.0,2,3
32.34,1138.0,1.0,18.0,1.0,44.0,0.0,45.0,1.0,7847.62,185.0,0,1
273.92,1221.0,1.0,32.0,1.0,79.0,2.0,109.0,1.0,4543.56,324.0,2,0
375.45,2308.0,1.0,13.0,1.0,19.0,3.0,32.0,1.0,1307.23,128.0,1,2
388.98,1532.0,1.0,14.0,0.0,23.0,3.0,155.0,1.0,1819.91,129.0,1,2
492.84,428.0,1.0,16.0,0.0,25.0,3.0,38.0,1.0,577.67,180.0,1,2
148.85,2256.0,1.0,23.0,0.0,57.0,0.0,25.0,1.0,7802.36,141.0,0,3
211.36,674.0,1.0,30.0,1.0,62.0,2.0,47.0,1.0,2596.61,244.0,2,3
391.66,1258.0,1.0,43.0,1.0,50.0,1.0,103.0,1.0,2406.31,21.0,0,2
185.99,746.0,1.0,14.0,1.0,41.0,1.0,53.0,1.0,402.45,201.0,0,3
322.48,495.0,1.0,17.0,0.0,27.0,3.0,57.0,1.0,1238.43,301.0,1,2
20.27,2291.0,1.0,24.0,1.0,18.0,3.0,22.0,1.0,796.35,195.0,3,1
280.61,2230.0,1.0,23.0,0.0,47.0,1.0,129.0,1.0,7888.76,263.0,0,0
199.02,968.0,1.0,15.0,0.0,61.0,2.0,269.0,1.0,4658.89,58.0,2,3
104.23,1949.0,1.0,21.0,2.0,63.0,2.0,108.0,1.0,5009.29,202.0,2,3
353.59,1477.0,1.0,27.0,1.0,52.0,2.0,109.0,1.0,1822.34,269.0,0,2
55.86,150.0,1.0,39.0,2.0,39.0,1.0,68.0,1.0,5346.46,36.0,1,1
10.77,473.0,1.0,16.0,0.0,31.0,0.0,178.0,1.0,10704.95,261.0,1,1
95.55,663.0,1.0,21.0,1.0,33.0,1.0,51.0,1.0,2434.74,230.0,1,3
477.07,2228.0,1.0,8.0,2.0,27.0,1.0,278.0,1.0,6568.07,71.0,1,2
9.1,433.0,1.0,43.0,2.0,52.0,2.0,63.0,1.0,2791.45,213.0,0,1
21.41,2289.0,1.0,21.0,2.0,57.0,0.0,99.0,1.0,658.91,137.0,0,1
278.28,1830.0,1.0,17.0,1.0,28.0,3.0,26.0,1.0,1346.88,74.0,1,0
388.1,1539.0,1.0,20.0,2.0,73.0,2.0,40.0,1.0,3022.12,69.0,2,2
215.39,1134.0,1.0,11.0,0.0,27.0,3.0,216.0,1.0,1582.55,289.0,1,0
194.37,768.0,1.0,25.0,0.0,66.0,0.0,161.0,1.0,14395.88,185.0,2,3
37.7,1189.0,1.0,24.0,0.0,20.0,3.0,109.0,1.0,1741.1,344.0,1,1
19.59,1108.0,1.0,5.0,1.0,64.0,2.0,122.0,1.0,1061.69,248.0,2,1
81.35,154.0,1.0,15.0,2.0,41.0,1.0,103.0,1.0,7192.45,41.0,0,1
314.54,1823.0,1.0,41.0,1.0,58.0,1.0,228.0,1.0,9923.45,278.0,0,0
466.64,1634.0,1.0,19.0,0.0,58.0,0.0,11.0,1.0,10915.11,177.0,0,2
397.01,1437.0,1.0,20.0,0.0,22.0,3.0,100.0,1.0,719.52,360.0,1,2
472.48,402.0,1.0,27.0,1.0,55.0,1.0,87.0,1.0,7128.82,216.0,0,2
67.15,2182.0,1.0,16.0,2.0,59.0,0.0,14.0,1.0,9028.49,269.0,0,1
102.67,853.0,1.0,0.0,1.0,79.0,2.0,119.0,1.0,4656.94,9.0,2,3
460.09,458.0,1.0,14.0,2.0,35.0,0.0,146.0,1.0,6990.64,130.0,1,2
453.49,3.0,1.0,39.0,1.0,66.0,0.0,147.0,1.0,6366.43,153.0,2,2
267.17,1559.0,1.0,39.0,0.0,26.0,3.0,170.0,1.0,1382.62,91.0,1,0
111.26,1523.0,1.0,4.0,0.0,66.0,0.0,43.0,1.0,14350.11,84.0,2,3
121.17,2437.0,1.0,31.0,0.0,68.0,0.0,158.0,1.0,12990.77,229.0,2,3
213.28,2446.0,1.0,23.0,1.0,51.0,2.0,94.0,1.0,4835.91,303.0,0,0
187.88,1460.0,1.0,26.0,0.0,60.0,1.0,180.0,1.0,2154.58,272.0,0,3
471.88,2040.0,1.0,38.0,2.0,34.0,0.0,141.0,1.0,14833.34,37.0,1,2
83.79,1901.0,1.0,26.0,0.0,57.0,1.0,47.0,1.0,5061.3,162.0,0,3
212.14,1494.0,1.0,2.0,1.0,72.0,2.0,105.0,1.0,7225.06,143.0,2,0
99.16,420.0,1.0,37.0,2.0,79.0,2.0,202.0,1.0,2607.58,244.0,2,3
211.36,795.0,1.0,21.0,1.0,60.0,0.0,86.0,1.0,11538.97,178.0,0,3
29.91,1382.0,1.0,30.0,2.0,76.0,2.0,43.0,1.0,2834.84,136.0,2,1
4.24,708.0,1.0,36.0,2.0,38.0,1.0,38.0,1.0,7822.73,91.0,1,1
50.29,1724.0,1.0,33.0,2.0,58.0,0.0,64.0,1.0,7604.9,53.0,0,1
135.85,1406.0,1.0,14.0,2.0,57.0,2.0,269.0,1.0,1480.39,113.0,0,3
368.53,621.0,1.0,33.0,1.0,68.0,0.0,34.0,1.0,13696.31,33.0,2,2
17.95,1016.0,1.0,34.0,1.0,64.0,0.0,135.0,1.0,12344.9,193.0,2,1
127.8,431.0,1.0,41.0,1.0,31.0,1.0,47.0,1.0,8630.99,39.0,1,3
16.73,366.0,1.0,15.0,2.0,45.0,1.0,48.0,1.0,2202.62,193.0,0,1
317.12,2335.0,1.0,13.0,1.0,44.0,0.0,80.0,1.0,14409.74,105.0,0,2
476.63,1346.0,1.0,5.0,0.0,79.0,2.0,115.0,1.0,4894.25,166.0,2,2
156.58,1721.0,1.0,32.0,1.0,24.0,3.0,160.0,1.0,8981.61,196.0,1,3
55.12,1727.0,1.0,15.0,2.0,34.0,1.0,261.0,1.0,3791.99,295.0,1,1
15.74,47.0,1.0,10.0,1.0,27.0,3.0,38.0,1.0,690.16,219.0,1,1
353.68,2075.0,1.0,19.0,3.0,70.0,2.0,145.0,1.0,6777.12,132.0,2,2
297.15,1908.0,1.0,31.0,2.0,76.0,2.0,178.0,1.0,5449.37,224.0,2,0
647.85,2292.0,1.0,29.0,1.0,36.0,0.0,121.0,1.0,13779.97,191.0,1,2
75.04,1367.0,1.0,12.0,0.0,49.0,1.0,178.0,1.0,9648.6,65.0,0,1
273.92,838.0,1.0,41.0,2.0,28.0,3.0,35.0,1.0,1029.15,203.0,1,0
215.8,895.0,1.0,17.0,1.0,51.0,2.0,66.0,1.0,3656.62,128.0,0,0
211.36,1266.0,1.0,21.0,0.0,41.0,1.0,248.0,1.0,6710.51,229.0,0,3
420.6,704.0,1.0,21.0,1.0,26.0,3.0,55.0,1.0,1778.75,187.0,1,2
688.36,1197.0,1.0,22.0,1.0,23.0,3.0,22.0,1.0,5191.13,281.0,1,2
285.18,471.0,1.0,34.0,1.0,55.0,0.0,150.0,1.0,14847.97,195.0,0,0
213.55,605.0,1.0,4.0,0.0,63.0,0.0,15.0,1.0,5238.37,43.0,2,0
463.11,1804.0,1.0,19.0,1.0,51.0,0.0,159.0,1.0,10238.82,55.0,0,2
150.03,1247.0,1.0,8.0,0.0,73.0,4.0,176.0,1.0,7491.42,306.0,2,3
211.36,1866.0,1.0,14.0,1.0,51.0,2.0,131.0,1.0,2116.36,85.0,0,3
309.56,1019.0,1.0,5.0,2.0,58.0,0.0,147.0,1.0,972.04,174.0,0,0
377.08,310.0,1.0,23.0,1.0,26.0,3.0,71.0,1.0,6430.86,250.0,1,2
77.25,2419.0,1.0,41.0,1.0,68.0,0.0,157.0,1.0,14077.97,87.0,2,1
146.92,1670.0,1.0,32.0,0.0,64.0,2.0,272.0,1.0,3990.6,78.0,2,3
126.6,957.0,1.0,35.0,1.0,22.0,3.0,146.0,1.0,961.65,132.0,1,3
101.34,447.0,1.0,4.0,0.0,24.0,3.0,46.0,1.0,703.26,232.0,1,3
184.97,1164.0,1.0,10.0,1.0,58.0,0.0,268.0,1.0,1156.67,282.0,0,3
451.15,398.0,1.0,7.0,0.0,46.0,1.0,175.0,1.0,1356.47,261.0,0,2
516.47,2409.0,1.0,5.0,0.0,25.0,3.0,94.0,1.0,1305.06,208.0,1,2
211.36,2041.0,1.0,34.0,0.0,25.0,3.0,29.0,1.0,261.97,74.0,1,3
353.69,1548.0,1.0,38.0,2.0,45.0,1.0,163.0,1.0,9500.79,148.0,0,2
66.69,2050.0,1.0,35.0,1.0,25.0,3.0,140.0,1.0,1210.33,53.0,1,1
95.75,1272.0,1.0,20.0,1.0,31.0,1.0,169.0,1.0,337.62,69.0,1,3
43.91,1520.0,1.0,0.0,2.0,27.0,3.0,86.0,1.0,4737.84,358.0,1,1
98.03,2390.0,1.0,12.0,1.0,54.0,1.0,165.0,1.0,6323.45,133.0,0,3
617.66,313.0,1.0,4.0,0.0,42.0,1.0,128.0,1.0,7155.95,100.0,0,2
211.36,1081.0,1.0,35.0,2.0,62.0,2.0,102.0,1.0,7896.14,273.0,2,3
107.48,2297.0,1.0,29.0,1.0,22.0,3.0,129.0,1.0,591.23,108.0,1,3
36.57,1429.0,1.0,29.0,0.0,62.0,2.0,69.0,1.0,2583.07,39.0,2,1
575.62,1076.0,1.0,28.0,2.0,43.0,0.0,129.0,1.0,234.41,309.0,0,2
84.89,930.0,1.0,38.0,0.0,37.0,1.0,70.0,1.0,4735.61,352.0,1,3
211.36,1273.0,1.0,2.0,1.0,69.0,2.0,86.0,1.0,4737.84,24.0,2,3
180.65,2296.0,1.0,5.0,1.0,22.0,3.0,38.0,1.0,816.01,207.0,1,3
7.76,584.0,1.0,19.0,2.0,52.0,2.0,84.0,1.0,7393.11,351.0,0,1
109.3,1402.0,1.0,13.0,1.0,56.0,0.0,27.0,1.0,13510.11,6.0,0,3
230.08,781.0,1.0,2.0,2.0,79.0,2.0,124.0,1.0,4466.1,323.0,2,0
361.92,330.0,1.0,11.0,0.0,54.0,2.0,111.0,1.0,7474.31,240.0,0,2
71.29,212.0,1.0,6.0,0.0,68.0,2.0,55.0,1.0,7225.63,87.0,2,1
122.45,100.0,1.0,27.0,1.0,46.0,0.0,98.0,1.0,7255.49,91.0,0,3
642.53,1487.0,1.0,23.0,0.0,65.0,0.0,128.0,1.0,11417.91,346.0,2,2
62.86,826.0,1.0,15.0,1.0,25.0,3.0,31.0,1.0,1040.43,250.0,1,1
175.21,2412.0,1.0,23.0,0.0,69.0,0.0,69.0,1.0,6039.04,134.0,2,3
168.0,1556.0,1.0,40.0,1.0,32.0,1.0,11.0,1.0,3498.58,356.0,1,3
11.46,1872.0,1.0,6.0,2.0,67.0,2.0,73.0,1.0,6628.75,56.0,2,1
382.07,1021.0,1.0,29.0,1.0,62.0,0.0,147.0,1.0,10156.09,114.0,2,2
13.48,1760.0,1.0,19.0,2.0,18.0,3.0,20.0,1.0,521.88,237.0,3,1
65.32,2059.0,1.0,23.0,0.0,28.0,3.0,54.0,1.0,9165.02,285.0,1,1
83.07,40.0,1.0,24.0,1.0,27.0,1.0,291.0,1.0,6704.76,258.0,1,1
211.36,1351.0,1.0,6.0,1.0,77.0,2.0,93.0,1.0,6384.05,25.0,2,3
85.31,2336.0,1.0,18.0,0.0,62.0,2.0,27.0,1.0,6095.65,110.0,2,3
211.36,2062.0,1.0,31.0,0.0,18.0,3.0,277.0,1.0,1008.76,231.0,3,3
130.4,627.0,1.0,33.0,1.0,45.0,1.0,63.0,1.0,4381.24,198.0,0,3
68.1,0.0,1.0,25.0,0.0,20.0,3.0,47.0,1.0,1382.8,232.0,1,1
65.26,2333.0,1.0,34.0,1.0,26.0,3.0,72.0,1.0,7380.63,270.0,1,1
191.62,1373.0,1.0,17.0,1.0,63.0,0.0,51.0,1.0,1981.67,41.0,2,3
212.88,912.0,1.0,14.0,2.0,39.0,0.0,122.0,1.0,7036.72,312.0,1,0
88.38,112.0,1.0,41.0,0.0,30.0,1.0,138.0,1.0,3707.82,111.0,1,3
48.77,1097.0,1.0,2.0,2.0,42.0,1.0,51.0,1.0,2040.16,118.0,0,1
289.1,1264.0,1.0,3.0,0.0,27.0,3.0,206.0,1.0,4737.84,211.0,1,0
390.09,1873.0,1.0,12.0,2.0,26.0,1.0,49.0,1.0,2617.23,231.0,1,2
48.29,1798.0,1.0,36.0,2.0,37.0,1.0,242.0,1.0,8883.4,93.0,1,1
333.83,1390.0,1.0,14.0,0.0,63.0,2.0,135.0,1.0,1660.66,283.0,2,2
211.36,36.0,1.0,32.0,1.0,67.0,2.0,79.0,1.0,2011.6,289.0,2,3
100.27,1257.0,1.0,24.0,2.0,79.0,2.0,51.0,1.0,4309.9,254.0,2,3
44.54,1920.0,1.0,35.0,0.0,31.0,1.0,164.0,1.0,362.4,96.0,1,1
211.36,1766.0,1.0,31.0,3.0,52.0,0.0,40.0,1.0,836.69,313.0,0,3
82.17,2387.0,1.0,13.0,1.0,28.0,3.0,21.0,1.0,1913.06,194.0,1,1
211.36,2029.0,1.0,3.0,2.0,19.0,3.0,150.0,1.0,563.46,335.0,1,3
447.42,2378.0,1.0,5.0,2.0,32.0,1.0,65.0,1.0,6133.22,112.0,1,2
590.26,1109.0,1.0,2.0,1.0,25.0,3.0,48.0,1.0,1068.28,139.0,1,2
192.73,1929.0,1.0,25.0,1.0,71.0,2.0,157.0,1.0,2037.75,315.0,2,3
146.01,758.0,1.0,37.0,2.0,26.0,3.0,269.0,1.0,221.79,210.0,1,3
136.05,143.0,1.0,1.0,2.0,24.0,3.0,63.0,1.0,1127.54,336.0,1,3
11.57,2400.0,1.0,27.0,1.0,56.0,2.0,64.0,1.0,2061.61,272.0,0,1
102.34,897.0,1.0,35.0,2.0,51.0,0.0,78.0,1.0,4737.84,193.0,0,3
7.82,69.0,1.0,4.0,0.0,36.0,1.0,273.0,1.0,2240.49,192.0,1,1
79.43,1342.0,1.0,9.0,0.0,74.0,2.0,72.0,1.0,6579.37,74.0,2,1
386.97,201.0,1.0,33.0,1.0,58.0,2.0,137.0,1.0,1876.35,1.0,0,2
51.22,1191.0,1.0,14.0,1.0,23.0,3.0,82.0,1.0,1664.59,224.0,1,1
256.05,1031.0,1.0,26.0,0.0,54.0,2.0,35.0,1.0,6910.18,322.0,0,0
7.79,1107.0,1.0,20.0,1.0,34.0,0.0,298.0,1.0,1319.85,172.0,1,1
233.71,1844.0,1.0,21.0,1.0,63.0,0.0,11.0,1.0,6095.5,145.0,2,0
176.37,99.0,1.0,4.0,1.0,55.0,2.0,126.0,1.0,2420.86,46.0,0,3
122.63,733.0,1.0,25.0,1.0,21.0,3.0,153.0,1.0,359.06,227.0,1,3
86.41,589.0,1.0,14.0,0.0,75.0,2.0,125.0,1.0,3128.71,301.0,2,3
21.57,2013.0,1.0,37.0,0.0,54.0,2.0,71.0,1.0,7587.48,186.0,0,1
82.67,1565.0,1.0,25.0,1.0,26.0,3.0,46.0,1.0,290.59,48.0,1,1
451.35,1651.0,1.0,3.0,1.0,47.0,1.0,112.5,1.0,7707.96,44.0,0,2
299.42,2485.0,1.0,38.0,1.0,63.0,2.0,53.0,1.0,4735.41,195.0,2,0
543.47,1492.0,1.0,20.0,0.0,18.0,3.0,122.0,1.0,6165.03,318.0,3,2
346.76,2464.0,1.0,38.0,1.0,21.0,3.0,116.0,1.0,1637.75,212.0,1,2
47.48,336.0,1.0,12.0,1.0,24.0,3.0,66.0,1.0,585.52,147.0,1,1
64.92,913.0,1.0,1.0,1.0,58.0,1.0,236.0,1.0,5481.76,286.0,0,1
350.72,1401.0,1.0,14.0,0.0,28.0,3.0,48.0,1.0,1982.9,53.0,1,2
3.8,1396.0,1.0,5.0,2.0,65.0,0.0,174.0,1.0,5766.96,354.0,2,1
22.54,1599.0,1.0,12.0,2.0,26.0,1.0,42.0,1.0,7139.11,251.0,1,1
211.36,2485.0,1.0,23.0,1.0,62.0,2.0,38.0,1.0,4732.57,139.0,2,3
167.47,2279.0,1.0,34.0,0.0,35.0,1.0,103.0,1.0,2293.13,340.0,1,3
43.65,2026.0,1.0,5.0,1.0,30.0,1.0,212.0,1.0,2870.67,331.0,1,1
391.08,775.0,1.0,14.0,2.0,56.0,4.0,105.0,1.0,6885.16,268.0,0,2
390.77,2025.0,1.0,32.0,2.0,44.0,0.0,34.0,1.0,5500.56,163.0,0,2
508.16,597.0,1.0,23.0,0.0,39.0,1.0,131.0,1.0,5609.44,211.0,1,2
36.76,667.0,1.0,30.0,2.0,65.0,2.0,108.0,1.0,1228.93,344.0,2,1
332.33,1128.0,1.0,18.0,0.0,27.0,3.0,101.0,1.0,192.63,303.0,1,2
362.09,400.0,1.0,27.0,1.0,32.0,1.0,31.0,1.0,6590.28,75.0,1,2
42.58,227.0,1.0,38.0,2.0,30.0,0.0,80.0,1.0,13485.0,240.0,1,1
122.35,688.0,1.0,1.0,1.0,53.0,2.0,188.0,1.0,6472.5,165.0,0,3
248.66,218.0,1.0,6.0,2.0,28.0,1.0,113.0,1.0,2571.39,306.0,1,0
461.25,1591.0,1.0,34.0,2.0,54.0,0.0,171.0,1.0,676.1,168.0,0,2
61.77,1819.0,1.0,5.0,1.0,56.0,0.0,49.0,1.0,12352.2,311.0,0,1
268.92,1486.0,1.0,6.0,1.0,29.0,1.0,148.0,1.0,8765.38,13.0,1,0
303.97,211.0,1.0,13.0,2.0,24.0,3.0,77.0,1.0,1590.88,360.0,1,0
